L16417463,ZA,ZA-EC,,-33.6001129,25.8297751,Addo Ele. NP--Ngulube Loop (between 31 & 38),2026-01-03 09:21,69,8
L971974,ZA,ZA-EC,,-33.3213463,25.6221775,Addo Elephant NP (Please consider more precise locations),2026-06-15 19:12,301,177
L36465170,ZA,ZA-EC,,-33.4844042,25.820961,Addo Elephant NP--Carol's Rest Drinking Hole Lookout,2026-05-02 10:28,73,6
L7720211,ZA,ZA-EC,,-33.6178357,25.7970142,Addo Elephant NP--Colchester Section (North),2026-06-22 12:50,131,21
L12787256,ZA,ZA-EC,,-33.4401746,25.7824005,Addo Elephant NP--Domkrag Dam Lookout,2026-06-26 14:50,90,48
L12786398,ZA,ZA-EC,,-33.4482349,25.7997276,Addo Elephant NP--Gorah Loop,2026-06-26 15:54,140,76
L12778317,ZA,ZA-EC,,-33.5120595,25.7533441,Addo Elephant NP--Hapoor Dam/Rooidam Loop,2026-06-26 11:36,152,72
L15954178,ZA,ZA-EC,,-33.5382737,25.6823015,Addo Elephant NP--Homestead (outside of park),2025-11-25 17:20,65,5
L12778309,ZA,ZA-EC,,-33.516356,25.7617088,Addo Elephant NP--Jack's Picnic Site Botanical Reserve,2026-06-18 14:23,140,43
L12777308,ZA,ZA-EC,,-33.6677103,25.8134175,Addo Elephant NP--Mathyolweni Gate to Vukani Loop,2026-03-23 17:53,128,21
L12786168,ZA,ZA-EC,,-33.4395972,25.7820679,Addo Elephant NP--Nzipondo Loop,2026-07-03 08:30,151,39
L12684982,ZA,ZA-EC,,-33.4262358,25.7533822,Addo Elephant NP--Riverbend Lodge,2025-10-03 14:26,199,136
L12778325,ZA,ZA-EC,,-33.4512828,25.769816,Addo Elephant NP--Southern Access Road (Between Rest Camp Gate and Mpunzi Loop),2026-07-02 18:01,130,68
L12778300,ZA,ZA-EC,,-33.6243591,25.8288575,Addo Elephant NP--Southern Access Road (Between Thru-road & Vukani Loop),2026-07-04 08:39,144,48
L12778306,ZA,ZA-EC,,-33.5680526,25.8059275,Addo Elephant NP--Southern Access Road (between Mpunzi Loop & Thru-road),2026-06-26 09:31,158,51
L12778298,ZA,ZA-EC,,-33.6392818,25.8193483,Addo Elephant NP--Vukani Loop,2026-06-26 07:32,84,18
L12786234,ZA,ZA-EC,,-33.443433,25.7944255,Addo Elephant NP--Woodlands Loop,2026-05-20 15:56,107,10
L2347098,ZA,ZA-EC,,-33.7323346,26.3744545,Addo Elephant NP--Woody Cape,2025-12-26 07:37,138,10
L62873300,ZA,ZA-GT,,-26.0983988,28.281325,AfricaSky Boutique Hotel,2026-04-15 06:27,11,2
L5430024,ZA,ZA-EC,,-33.9178294,25.1114121,African Dawn Wildlife Sanct.,2026-06-26 11:55,42,10
L7060244,ZA,ZA-NW,,-25.4461036,27.0587254,African Elegance Tented Lodge,2024-03-16 10:28,67,4
L28684530,ZA,ZA-WC,,-33.7230931,20.3592379,African Game Lodge,2025-04-29 15:30,52,3
L4533464,ZA,ZA-GT,,-25.8754162,28.2098578,African Pride Irene Country Lodge,2026-03-28 08:00,94,28
L3062504,ZA,ZA-WC,,-31.9262,23.3589,Afrikaroo,2025-12-14 15:39,44,1
L2587016,ZA,ZA-WC,,-34.6518501,19.9848175,Agulhas Farmlands,2026-05-03 12:49,133,35
L16214233,ZA,ZA-WC,,-34.725585,19.951757,Agulhas N--Soutbosch,2026-04-07 16:45,159,37
L1623502,ZA,ZA-WC,,-34.7271291,19.9121704,Agulhas NP,2026-05-22 10:40,161,41
L1070243,ZA,ZA-WC,,-34.2359694,20.3969192,Agulhas Plains (general area),2026-05-13 11:25,185,186
L2593151,ZA,ZA-WC,,-34.1819668,20.5649757,Agulhas Plains--Malgas to N2,2026-04-08 15:30,181,121
L54633274,ZA,ZA-WC,,-34.8125437,19.9417198,Agulhas Rest Camp,2026-01-19 13:21,46,7
L1428644,ZA,ZA-GT,,-26.0723882,28.2964776,Airport  Bird & Game Lodge,2026-06-16 08:07,117,85
L2953756,ZA,ZA-NC,,-31.4386523,19.7719574,Akkerendam Nature Reserve,2026-06-21 11:13,173,145
L4630586,ZA,ZA-LP,,-23.107602,30.1256704,Albasini Dam,2026-02-11 16:54,173,12
L40877271,ZA,ZA-NL,,-29.47707,30.49223,Albert Fall's--D162,2025-02-23 14:00,55,6
L1955862,ZA,ZA-NL,,-29.4611333,30.3756082,Albert Falls NR,2026-07-04 14:45,275,106
L17011845,ZA,ZA-NL,,-29.493749,30.38722,Albert Falls--Otto’s Bluff Station,2021-12-01 15:39,27,4
L7629926,ZA,ZA-GT,,-26.1557461,27.9708481,Albert's Farm,2026-04-11 15:00,116,70
L1122463,ZA,ZA-NC,,-28.6005,16.4801,Alexander Bay (town only),2025-05-28 16:01,131,16
L21625629,ZA,ZA-EC,,-33.700707,26.357309,Alexandria Forest,2026-03-22 07:22,125,21
L2285830,ZA,ZA-EC,,-33.7245681,26.3845776,Alexandria Forests,2025-08-14 08:54,155,12
L8608074,ZA,ZA-FS,,-28.250176,29.3110431,Alexpan,2021-10-14 09:21,92,2
L37273322,ZA,ZA-EC,,-32.787934,26.8430122,Alice town,2026-05-09 09:37,20,0
L17005936,ZA,ZA-EC,,-30.6894349,26.7409896,Aliwal North--Kraai River,2023-12-13 16:58,57,2
L9863428,ZA,ZA-NL,,-30.2429601,30.8277686,Aliwal Shoal MPA,2026-05-21 00:00,14,1
L9894668,ZA,ZA-LP,,-22.682,29.1035,Alldays--Town,2026-06-20 07:13,81,12
L3059651,ZA,ZA-WC,,-34.1307649,20.5125355,Aloe Ridge,2025-06-21 08:36,141,12
L2345747,ZA,ZA-MP,,-25.8336942,29.7926581,Alzu Rest Stop,2026-07-04 12:16,198,395
L9641777,ZA,ZA-LP,,-24.5224868,30.8862734,Amafu Forest Lodge,2026-07-05 09:01,114,8
L31240562,ZA,ZA-EC,,-33.5029432,26.1110121,Amakhala GR--Carnarvon Dale (west of N2),2026-06-10 16:30,112,14
L31205024,ZA,ZA-EC,,-33.508166,26.15308,Amakhala GR--Woodbury Lodge and trail,2026-05-31 15:03,90,11
L31365617,ZA,ZA-EC,,-33.5551628,26.0853733,Amakhala GR--east of N2,2026-05-14 15:00,105,25
L3615005,ZA,ZA-EC,,-33.5368876,26.1184072,Amakhala Game Reserve,2026-05-18 09:15,232,84
L27714640,ZA,ZA-NL,,-27.6579726,31.6296733,Amakhosi SL,2026-06-19 07:51,182,23
L12705415,ZA,ZA-NL,,-30.0390008,30.8998182,Amanzimtoti Beach,2025-10-30 14:31,81,4
L7111470,ZA,ZA-NL,,-30.0355655,30.8926276,Amanzimtoti Bird Sanctuary,2026-06-07 09:39,163,67
L29220833,ZA,ZA-NL,,-30.0582028,30.8826491,Amanzimtoti River Mouth,2026-04-11 13:05,133,27
L23205797,ZA,ZA-NL,,-30.0542294,30.8743799,Amanzimtoti--Sports Centre,2026-04-28 13:54,99,9
L2589539,ZA,ZA-NL,,-29.118649,31.602166,Amatikulu NR,2025-02-14 10:38,278,79
L15556375,ZA,ZA-MP,,-25.368,31.758,Amazing Kruger View Restaurant,2026-07-06 12:17,210,73
L38402146,ZA,ZA-GT,,-25.873887,28.130152,Amberfield Glen Estate,2025-08-12 16:47,35,6
L9530873,ZA,ZA-MP,,-27.0007028,29.8876552,Amersfoort,2026-04-06 11:26,217,23
L3841268,ZA,ZA-NL,,-27.897892,32.363768,Amorello Bush Golf Lodge,2025-11-16 08:34,22,3
L32478287,ZA,ZA-NL,,-28.6445,29.16,Amphitheatre Backpackers,2026-02-20 08:00,57,4
L42043251,ZA,ZA-MP,,-24.5837128,31.2270728,Andover NR,2025-09-21 08:11,51,20
L9530891,ZA,ZA-NL,,-30.672142,30.5064652,Anerley,2016-06-26 07:30,2,0
L8629128,ZA,ZA-LP,,-24.093825,28.053886,Ant's Lodge,2019-05-20 00:00,82,15
L53206428,ZA,ZA-LP,,-24.0990671,30.9866488,Antares--Umgede Hide,2026-04-27 16:37,43,0
L4940007,ZA,ZA-WC,,-33.4691819,20.5927134,Anysberg Nature Reserve,2025-09-02 14:20,84,9
L5872453,ZA,ZA-WC,,-33.3516093,19.9354219,Aquila Safari Private Game Reserve,2026-06-14 15:55,146,74
L37894985,ZA,ZA-WC,,-34.315754,19.13346,"Arabella Country Estate, Greater Hermanus (restricted access)",2026-07-05 07:23,168,280
L26975612,ZA,ZA-WC,,-33.987,18.465,Arderne Gardens,2026-05-09 10:39,34,35
L19837270,ZA,ZA-EC,,-32.8836772,28.0613284,Areena Riverside Resort,2025-07-12 07:55,85,44
L57252525,ZA,ZA-WC,,-34.6673619,20.2315437,Arniston town,2026-07-06 11:30,65,6
L20039029,ZA,ZA-NW,,-25.56257,27.765344,Arotin Game Lodge,2022-07-10 08:10,59,5
L1122457,ZA,ZA-NC,,-26.9807,20.7819,Askham,2026-07-06 21:13,78,46
L6366473,ZA,ZA-WC,,-33.9678507,18.9219761,Assegaaibosch Nature Reserve,2026-05-24 09:03,78,14
L9811816,ZA,ZA-NW,,-25.1260602,27.6248098,Assen road--Pienaars River bridge,2026-02-06 10:53,181,14
L2607041,ZA,ZA-LP,,-24.5133881,26.7737597,Atherstone NR,1991-03-31 15:00,107,3
L3992950,ZA,ZA-WC,,-33.9482444,18.5130036,Athlone Power Station--Peregrine Falcon Nest,2026-05-21 08:18,36,9
L28492172,ZA,ZA-WC,,-33.9520552,18.5112813,Athlone Sewage Works,2026-05-22 13:07,57,2
L26399395,ZA,ZA-WC,,-33.5674325,18.4147743,Atlantis Wetland,2025-01-17 00:00,77,19
L1486986,ZA,ZA-NC,,-28.6679629,20.4250711,Augrabies (Town),2025-10-17 15:32,66,7
L936081,ZA,ZA-NC,,-28.59356,20.33825,Augrabies Falls NP,2026-05-08 15:17,250,437
L5604793,ZA,ZA-NC,,-28.5922232,20.3344917,Augrabies Falls NP--Campground,2026-05-08 14:45,166,105
L21301092,ZA,ZA-NC,,-28.6226892,20.3478813,Augrabies--camping and river,2026-05-04 12:22,124,17
L996110,ZA,ZA-GT,,-25.7703491,28.2274175,Austin Roberts Bird Sanct. (Do not log captive birds like cranes),2026-06-26 12:07,176,501
L10712398,ZA,ZA-LP,,-22.433527,30.9403915,Awelani Lodge,2025-08-29 15:49,71,11
L2727075,ZA,ZA-EC,,-33.954454,25.5488348,Baakens Valley--3rd Ave to The Knoll,2026-01-26 09:03,102,28
L37188069,ZA,ZA-EC,,-33.9610188,25.5220821,Baakens Valley--The Knoll,1997-12-12 09:45,2,0
L13691135,ZA,ZA-NL,,-28.1956817,31.0897482,Babanango GR,2026-01-06 09:41,179,27
L21802237,ZA,ZA-WC,,-33.822503,18.9299798,Babylonstoren,2026-02-26 09:45,63,8
L9838389,ZA,ZA-WC,,-33.8248339,18.9260648,Babylonstoren Farm,2026-06-19 12:02,117,94
L27349783,ZA,ZA-WC,,-34.0965776,18.5037984,Baden Powell Estuary,2025-12-26 11:29,48,21
L1482958,ZA,ZA-WC,,-33.6191686,19.0990559,Bain's Kloof Pass,2026-04-30 13:21,117,141
L21317786,ZA,ZA-EC,,-32.8436308,27.4096967,Balazie,2023-08-09 13:36,74,4
L29490638,ZA,ZA-NL,,-27.4815467,30.2323217,Balele Mountain Farm - Groenvlei,2026-06-17 15:45,104,78
L12602073,ZA,ZA-NL,,-29.385702,30.055941,Balgowan--Beacon Vlei GF,2026-04-01 11:31,68,6
L4826016,ZA,ZA-NL,,-29.3930938,30.0801158,Balgowan--Midlands Forest Lodge,2025-12-05 17:43,53,11
L16799928,ZA,ZA-NL,,-29.538236,31.2214994,Ballito,2026-07-05 16:21,185,52
L18333638,ZA,ZA-NL,,-29.477858,31.2470748,Ballito--Elaleni Coastal Forest Estate (restricted access),2026-06-15 12:26,131,49
L21678543,ZA,ZA-NL,,-29.4928697,31.1801981,Ballito--Holla Trails,2026-07-06 11:40,98,22
L13170425,ZA,ZA-NL,,-29.5354094,31.2019803,Ballito--Seaward Estate (restricted access),2026-05-01 08:40,160,177
L14068336,ZA,ZA-WC,,-34.0125424,22.5420356,Ballots Bay,2026-04-03 14:25,81,20
L9530866,ZA,ZA-LP,,-24.2531802,30.9106382,Balule NR,2026-04-30 11:27,215,55
L6575324,ZA,ZA-LP,,-24.1141289,31.03035,Baluleni Safari Lodge,2026-03-22 17:49,149,15
L16347997,ZA,ZA-WC,,-33.9150348,18.9798093,Banhoek Conservancy,2026-02-14 10:52,98,28
L9935661,ZA,ZA-MP,,-25.4847233,29.3806582,Bankplaas Road,2022-05-01 05:49,230,36
L4998057,ZA,ZA-WC,,-33.9256466,18.3782945,Bantry Bay,2026-07-04 10:52,53,44
L26497293,ZA,ZA-GT,,-26.033839,28.417854,Bapsfontein pans,2026-05-09 04:00,95,7
L24987145,ZA,ZA-GT,,-25.9671979,28.5549498,Bapsfontein to Rayton route,2026-04-10 06:40,58,3
L37817785,ZA,ZA-NW,,-26.5556106,25.6080977,Barberspan Access Rd E (D1067),2026-03-21 16:05,25,1
L1366994,ZA,ZA-NW,,-26.5864374,25.5857514,Barberspan Bird Sanctuary,2026-03-21 16:57,301,83
L11115096,ZA,ZA-MP,,-25.608611,30.978904,Barberton Nature Reserve,2024-11-19 12:25,61,6
L8823823,ZA,ZA-MP,,-25.8097047,31.1240959,Barberton Nature Reserve,2024-02-13 06:07,288,26
L6353350,ZA,ZA-MP,,-25.6968388,31.0732841,Barberton Nature Reserve--Old Coach Road,2025-12-12 13:26,131,12
L9885450,ZA,ZA-NC,,-28.5383,24.52248,Barkly West (Town only),2026-03-13 17:22,123,24
L29490714,ZA,ZA-WC,,-33.4689468,19.0389875,Bartholomeus Klip and surrounds,2026-01-10 19:22,99,12
L15021293,ZA,ZA-GT,,-26.086841,27.9564607,"Bartlett Park, Boskruin",2026-02-07 12:16,91,55
L24163104,ZA,ZA-WC,,-34.2031034,18.3979583,Baskloof Fynbos Private Nature Reserve,2025-10-14 11:43,54,22
L14850098,ZA,ZA-WC,,-34.189379,18.371268,Baskloof NR--Platberg Peak,2026-06-26 18:02,46,47
L49489269,ZA,ZA-MP,,-24.335204,31.316079,Bateleur Eco Lodge (Actual Location - hotspot location incorrect),2025-07-13 09:59,36,3
L26929553,ZA,ZA-MP,,-25.528119,31.0001576,Bateleur Estate,2026-06-22 14:43,141,54
L5845603,ZA,ZA-LP,,-24.674942,28.1931067,Bateleur Nature Reserve,2026-01-04 11:10,132,14
L18473015,ZA,ZA-EC,,-32.9747583,27.9266225,Batting Bridge Park,2026-05-21 13:34,94,16
L6317228,ZA,ZA-EC,,-33.5563807,24.0623975,Baviaanskloof,2024-11-10 08:49,185,8
L13104498,ZA,ZA-EC,,-33.6531045,24.520167,Baviaanskloof NR,2026-03-16 13:18,94,3
L36655128,ZA,ZA-EC,,-33.7389577,24.6141489,Baviaanskloof NR--Komdomo Campsite,2024-10-16 07:58,91,4
L28494221,ZA,ZA-EC,,-33.7308501,24.6174909,Baviaanskloof Nature Reserve,2023-12-28 08:49,43,2
L21193626,ZA,ZA-NL,,-27.774,32.132,Bayala Nyala Breeders Lodge,2026-05-18 15:58,125,14
L989179,ZA,ZA-NC,,-28.7545077,24.7757862,Beaconsfield & Keely Parks,2026-03-13 18:23,104,95
L14797470,ZA,ZA-WC,,-32.3791876,22.5856511,Beaufort West WTP,2026-07-05 13:12,125,20
L9110482,ZA,ZA-GT,,-25.9789967,28.0686236,Beaulieu Bird Sanctuary,2026-06-28 14:25,124,171
L8136831,ZA,ZA-WC,,-32.9076771,19.0681467,Beaverlac,2026-06-25 16:54,87,15
L21422586,ZA,ZA-EC,,-32.6867912,26.1987558,Bedford--Adelaide district,2026-05-11 13:33,114,4
L2054575,ZA,ZA-GT,,-26.1844791,28.1309223,Bedfordview--Rotary Park,2025-12-29 00:00,54,10
L22025681,ZA,ZA-WC,,-33.9149382,22.7309165,Beervlei Section - Outeniqua Hike - SAN Parks,2026-02-15 12:01,91,9
L973174,ZA,ZA-LP,,-24.8940666,28.2809544,Bela-Bela,2026-04-06 10:14,229,46
L16080281,ZA,ZA-MP,,-25.68313,30.0276085,Belfast,2026-01-18 17:13,210,42
L17522607,ZA,ZA-WC,,-34.0137696,18.4260678,Belle Ombre Meadow,2026-05-17 08:19,79,35
L4027046,ZA,ZA-EC,,-33.32,26.584,Belmont Valley,2023-01-28 15:55,95,5
L2508864,ZA,ZA-LP,,-24.6048061,27.3593044,Ben Alberts NR,2015-07-01 16:00,75,1
L4694582,ZA,ZA-LP,,-23.1255394,29.9540091,Ben Lavin NR,2017-01-16 07:00,94,11
L3565457,ZA,ZA-FS,,-28.8240957,24.8207116,Benfontein NR,2026-05-18 12:17,311,696
L38673963,ZA,ZA-GT,,-26.1072962,28.3195996,Benoni--aha Kopanong Hotel & Conference Centre,2024-11-14 07:00,3,0
L2557725,ZA,ZA-WC,,-33.90873,19.05821,Berg River Dam,2026-05-28 10:11,54,8
L930911,ZA,ZA-WC,,-32.7899037,18.173503,Berg River Estuary,2026-03-23 09:53,199,297
L19665727,ZA,ZA-WC,,-32.7937792,18.2081783,Berg River Estuary--De Plaat,2026-06-28 12:16,147,89
L2586133,ZA,ZA-WC,,-32.7700851,18.1444287,Berg River Mouth,2025-10-23 18:22,108,71
L4209791,ZA,ZA-LP,,-22.9689832,29.3290329,Bergpan Resort,2026-01-23 16:42,18,0
L27531554,ZA,ZA-WC,,-33.921413,22.67107,Bergplaas Road,2026-05-16 12:47,126,91
L25576438,ZA,ZA-EC,,-33.87405,25.0880527,Bergrivier Eco Retreat,2025-04-28 10:29,45,1
L9882308,ZA,ZA-NL,,-28.73254,29.35061,Bergville--General Area,2026-05-23 11:12,89,19
L9840290,ZA,ZA-MP,,-24.8444496,30.8420633,Berlin Falls,2026-05-23 13:21,52,23
L9879250,ZA,ZA-MP,,-25.826386,30.344073,Bermanzi Hiking Trail,2008-07-20 07:00,16,3
L9898823,ZA,ZA-MP,,-26.46112,29.46938,Bethal,2026-06-01 10:55,108,9
L36832165,ZA,ZA-EC,,-33.8885451,25.4952291,Bethelsdorp--Van der Kemps Kloof,2025-06-23 14:28,30,1
L1070152,ZA,ZA-WC,,-34.3654731,18.8887167,Betty's Bay (general area),2026-04-09 14:41,164,137
L16496919,ZA,ZA-WC,,-34.3541436,18.9182703,Betty's Bay--Bass Rd Commons,2026-07-01 08:16,89,58
L25983541,ZA,ZA-WC,,-34.3577734,18.9255176,Betty's Bay--Dawidskraal Mouth,2026-06-21 12:44,111,48
L10999259,ZA,ZA-WC,,-34.3633106,18.8862831,Betty's Bay--Grootwitvlei,2026-04-05 17:25,86,41
L9935663,ZA,ZA-MP,,-25.73741,29.33796,Bezuidenhouthoek Farm,2023-08-26 11:23,201,15
L3904785,ZA,ZA-NL,,-27.0110376,32.8635836,Bhanga Nek Campsite,2026-02-04 16:57,88,12
L39859123,ZA,ZA-NL,,-27.901505,32.364031,Bhejane Nature Training--Kuleni GP,2026-07-06 16:04,336,996
L3895485,ZA,ZA-WC,,-32.1284972,19.333663,Biedouw Valley,2024-09-23 10:30,118,11
L2965858,ZA,ZA-LP,,-24.9131191,27.1418953,Bierspruitdam,2025-08-14 09:20,183,10
L9929266,ZA,ZA-LP,,-23.0243,27.96215,Big Fig Inn,2025-09-25 16:24,88,10
L53135531,ZA,ZA-WC,,-32.8637896,19.892725,Bike X loop,2026-06-04 14:38,44,14
L29800554,ZA,ZA-GT,,-26.1748701,28.2504201,Birchwood Hotel and OR Tambo Conference Center,2026-04-26 06:45,79,122
L936056,ZA,ZA-WC,,-32.0891194,18.3010769,Bird Island NR,2026-05-31 15:30,157,401
L6221920,ZA,ZA-WC,,-33.7342836,18.454108,Birkenhead Drive Wetland,2026-06-16 08:33,129,168
L21312722,ZA,ZA-EC,,-32.8528975,27.4305017,Bisho District,2022-10-22 16:02,39,1
L4821136,ZA,ZA-GT,,-25.8777877,28.1454814,Bishop Bird Park,2026-04-12 07:09,121,58
L972551,ZA,ZA-WC,,-34.0061532,23.3645339,Bitou River Valley,2026-07-06 14:17,231,198
L28274244,ZA,ZA-WC,,-34.0356093,23.3649762,Bitou Sewage Works,2025-11-25 06:58,70,12
L11242428,ZA,ZA-NL,,-27.4972565,31.0079189,Bivane Dam,2024-07-19 10:23,134,5
L3918988,ZA,ZA-GT,,-26.1236642,28.2697535,Blaaupan,2026-01-02 14:35,113,32
L4379555,ZA,ZA-WC,,-33.7600971,18.4685755,Blaauwberg NR,2026-05-28 12:18,91,32
L7205231,ZA,ZA-WC,,-33.970173,18.8452703,Blaauwklippen Wine Estate (restricted access),2026-04-29 11:38,86,23
L22733816,ZA,ZA-GT,,-25.9536322,27.5371211,Black Horse Brewery,2024-08-18 14:30,42,1
L26889077,ZA,ZA-NW,,-25.1647267,26.9817728,Black Rhino Game Lodge,2026-06-18 07:15,161,28
L12928953,ZA,ZA-WC,,-33.9508845,18.5022169,Black River--Hazendal area,2026-06-23 14:44,73,20
L10348231,ZA,ZA-NL,,-30.0665852,29.7875903,"Black-rumped Buttonquail, Ngwagwane stakeout (restricted access)",2025-02-02 07:07,62,9
L28280997,ZA,ZA-EC,,-32.0853359,26.2973045,Blanco Guest Farm,2025-10-11 14:19,104,6
L2704772,ZA,ZA-GT,,-26.3904185,28.4973979,Blesbokspruit (from R42),2026-06-16 13:23,107,18
L15964757,ZA,ZA-NC,,-32.4679701,20.4360616,Blesfontein,2026-03-03 18:32,45,8
L4673140,ZA,ZA-NL,,-29.2364549,30.4619551,Blinkwater NR,2024-12-13 08:42,47,2
L20300347,ZA,ZA-FS,,-29.1148627,26.2106323,Bloemfontein--Loch Logan Waterfront,2025-10-04 06:29,65,14
L6204064,ZA,ZA-FS,,-27.7031079,25.5105543,Bloemhof Dam Grasslands,2025-02-14 09:35,79,4
L8607760,ZA,ZA-NW,,-27.6071295,25.675402,Bloemhof Dam NR,2025-12-19 16:57,126,10
L11068323,ZA,ZA-NL,,-27.8315079,30.5995663,Blood River Vlei,2017-05-01 06:34,125,2
L3891526,ZA,ZA-LP,,-23.0151763,29.0723991,Blouberg Nature Reserve,2026-07-04 09:20,221,20
L920281,ZA,ZA-WC,,-33.8294817,18.4833062,Blouberg--Dolphin Beach,2026-07-05 08:24,145,270
L1122474,ZA,ZA-WC,,-33.7956,18.4578,Bloubergstrand,2026-03-16 07:52,100,36
L3570194,ZA,ZA-EC,,-33.9667981,23.6472693,Bloukrans Bridge (Eastern Cape),2026-05-24 10:20,71,13
L10420158,ZA,ZA-MP,,-25.613492,30.756347,Blouswaelvlakte,2025-10-31 16:24,22,3
L17260064,ZA,ZA-EC,,-32.9816792,27.956015,Blue Bend Nature Reserve,2026-05-04 10:54,113,23
L21653556,ZA,ZA-GT,,-26.065284,28.2516938,Blue Gill Estate,2026-05-17 09:08,12,1
L7158681,ZA,ZA-WC,,-33.5898128,23.4051704,Blue Hill Escape,2026-01-18 16:40,137,198
L12197101,ZA,ZA-MP,,-26.0308715,30.5364705,Blue Wildebeest Hiking Trail,2025-12-19 08:03,45,9
L5581443,ZA,ZA-MP,,-24.5410138,30.798701,Blyde Dam Visitor Deck,2026-06-22 10:30,154,32
L15524377,ZA,ZA-LP,,-24.3260008,30.8317692,Blyde River Bridge,2026-05-23 07:18,128,22
L4674215,ZA,ZA-MP,,-24.5118486,30.8348787,Blyde River Canyon Lodge,2026-02-19 10:55,162,27
L949447,ZA,ZA-MP,,-24.6060156,30.8157063,Blyde River Canyon NR (Please consider more specific locations when appropriate),2026-06-25 10:03,308,97
L923193,ZA,ZA-MP,,-24.6741757,30.8115145,Blyde River Canyon NR--Bourkes Luck Potholes,2026-06-29 15:38,186,125
L923219,ZA,ZA-MP,,-24.5730291,30.7991259,Blyde River Canyon NR--Three Rondavels Lookout,2026-06-29 11:29,193,174
L950185,ZA,ZA-MP,,-24.5770997,30.7775116,Blyde River Canyon Resort,2026-06-25 17:03,273,233
L9726799,ZA,ZA-MP,,-24.8563441,30.8852979,Blyde River Canyon--Paradise Camp,2026-01-05 10:45,121,11
L9733777,ZA,ZA-MP,,-24.569857,30.7838251,Blyde River Canyon--Upper Lookout,2026-06-12 11:45,164,54
L43848464,ZA,ZA-MP,,-24.548186,30.802318,Blyderivierpoort Dam--Boat Cruises,2026-07-02 13:00,41,12
L34747845,ZA,ZA-GT,,-25.7959615,28.324589,Boardwalk Bird Sanctuary,2026-06-30 14:20,71,10
L9878905,ZA,ZA-NW,,-25.796699,26.746093,Boe-Boe's Nest Hiking Trail,2002-11-22 07:00,1,1
L16533171,ZA,ZA-LP,,-22.4969921,28.789344,Boelamien River Camp,2023-06-28 10:55,124,3
L4968773,ZA,ZA-WC,,-34.0165668,19.6999884,Boesmanskloof Hiking Trail,2025-08-31 08:55,89,17
L13221929,ZA,ZA-WC,,-34.265591,21.9133927,Boggoms Bay,2026-05-09 13:17,103,7
L16959033,ZA,ZA-WC,,-34.223045,21.904145,Boggoms Bay--Springerbaai Coastal Eco Estate,2026-06-25 10:54,123,33
L14366773,ZA,ZA-LP,,-23.6521135,27.1841707,Boikarabelo,2015-02-08 06:10,91,13
L3082134,ZA,ZA-WC,,-32.7316691,19.2365799,Bokfontein Wetlands,2026-01-04 10:59,68,5
